business_name,street_address,st_num,st_name,city,zip_code,area_code,exchange_code,line_number
The Best Burger,7730 S Western Ave,7730,S Western Ave,Los Angeles,90047,323,752,2205
McDonald's,7740 Firestone Blvd,7740,Firestone Blvd,Downey,90241,562,633,2755
Pizza Hut,777 S Arroyo Pkwy,777,S Arroyo Pkwy,Pasadena,91105,323,582,9200
Pizza Hut,7779 Garvey Ave,7779,Garvey Ave,Rosemead,91770,323,734,7713
Subway,7825 Beverly Blvd,7825,Beverly Blvd,Los Angeles,90036,323,913,0540
Domino's Pizza,7840 Imperial Hwy,7840,Imperial Hwy,Downey,90242,310,327,0444
El Pollo Loco,7851 Foothill Blvd,7851,Foothill Blvd,Sunland,91040,323,771,5544
D's Original Take Out Grill,7873 S Western Ave,7873,S Western Ave,Los Angeles,90047,323,971,3663
Vallarta Supermarket,7900 Imperial Hwy,7900,Imperial Hwy,Downey,90242,818,362,7577
Kentucky Fried Chicken,7905 Alondra Blvd,7905,Alondra Blvd,Paramount,90723,562,424,3861
Jack in the Box,7905 E Imperial Hwy,7905,E Imperial Hwy,Downey,90242,310,326,5225
Yoshinoya Beef Bowl,7910 Florence Ave,7910,Florence Ave,Downey,90240,323,467,8875
Jack in the Box,7930 Rosecrans Ave,7930,Rosecrans Ave,Paramount,90723,562,436,5728
Pizza Hut,7936 Florence Ave,7936,Florence Ave,Downey,90240,323,290,2290
Subrositas Pupusas,7950 Laurel Canyon Blvd,7950,Laurel Canyon Blvd,North Hollywood,91605,818,599,8934
Jack in the Box,7955 Vineland Ave,7955,Vineland Ave,Sun Valley,91352,626,337,1684
Burger King,7956 Lankershim Blvd,7956,Lankershim Blvd,North Hollywood,91605,323,737,2622
Wing Stop,80 E 4th St,80,E 4th St,Long Beach,90802,323,296,9464
El Pollo Loco,800 N Sepulveda Blvd,800,N Sepulveda Blvd,Manhattan Beach,90266,626,442,8682
Jack in the Box,801 E Spring St,801,E Spring St,Signal Hills,90755,661,285,7382
Subway,801-A S Flower St,801,S Flower St,Los Angeles,90017,310,675,3050
Pizza Hut,8023 Lankershim Blvd,8023,Lankershim Blvd,North Hollywood,91605,562,983,1177
Monster Burger,8025 S Avalon Blvd,8025,S Avalon Blvd,Los Angeles,90003,323,971,5009
McDonald's,8029 Atlantic Ave,8029,Atlantic Ave,Cudahy,90201,661,947,1321
Domino's Pizza,803 W Whittier Blvd,803,W Whittier Blvd,Montebello,90640,310,549,1600
Burger King,8030 Van Nuys Blvd,8030,Van Nuys Blvd,Panorama City,91402,323,667,1878
Subway,805 E Avenue K,805,E Avenue K,Lancaster,93535,818,508,1126
Jack in the Box,805 N Pacific Ave,805,N Pacific Ave,Glendale,91203,213,389,1023
Jack in the Box,805 W Manchester Ave,805,W Manchester Ave,Los Angeles,90044,661,942,0522
Kentucky Fried Chicken,806 E Alosta Ave,806,E Alosta Ave,Azusa,91702,661,948,8175
Subway,807 E Anaheim St,807,E Anaheim St,Long Beach,90813,310,978,4030
Carl's Jr,810 S Grand Ave,810,S Grand Ave,Glendora,91740,818,709,0689
Frosty King Burgers and Shakes,810 W Avenue I,810,W Avenue I,Lancaster,93534,718,213,1598
Jack in the Box,8140 Telegraph Rd,8140,Telegraph Rd,Downey,90240,626,334,7504
Vallarta Supermarket,815 E Avenue K,815,E Avenue K,Lancaster,93535,562,758,6464
Kentucky Fried Chicken,820 N Lake Ave,820,N Lake Ave,Pasadena,91104,626,443,1367
Jack in the Box,820 San Gabriel Blvd,820,San Gabriel Blvd,Rosemead,91770,310,608,1083
Wienerschnitzel,8201 E Rosecrans Ave,8201,E Rosecrans Ave,Paramount,90723,562,633,1192
Vallarta Supermarket,8201 Topanga Canyon Blvd,8201,Topanga Canyon Blvd,Canoga Park,91304,818,760,7021
Tom's Burger,8202 Long Beach Blvd,8202,Long Beach Blvd,South Gate,90280,323,581,1735
La Taquiza,8215 S Broadway,8215,S Broadway,Los Angeles,90003,562,862,9995
Wendy's,8232 De Soto Ave,8232,De Soto Ave,Canoga Park,91304,310,645,8396
El Pollo Loco,8239 Topanga Canyon Blvd,8239,Topanga Canyon Blvd,Canoga Park,91304,323,560,0758
Yoshinoya Beef Bowl,8267 S Sepulveda Blvd,8267,S Sepulveda Blvd,Panorama City,91402,818,556,5623
Jack in the Box,830 N Vermont Ave,830,N Vermont Ave,Los Angeles,90029,310,337,1945
El Pollo Loco,8301 Reseda Blvd,8301,Reseda Blvd,Northridge,91324,310,515,7562
Burger King,831 Sepulveda Blvd,831,Sepulveda Blvd,Torrance,90502,661,533,8036
Subway,8310 S Vermont Ave,8310,S Vermont Ave,Los Angeles,90044,323,463,6115
Domino's Pizza,8313 Laurel Canyon Blvd,8313,Laurel Canyon Blvd,Sun Valley,91352,310,533,1174
Domino's Pizza,8313 Laurel Canyon Blvd,8313,Laurel Canyon Blvd,Sun Valley,91403,310,473,6575
Jack in the Box,8322 Balboa Blvd,8322,Balboa Blvd,Northridge,91325,323,461,7605
Burger King,833 S Central Ave,833,S Central Ave,Los Angeles,90021,310,635,6345
Subway,8330 Painter Ave,8330,Painter Ave,Whittier,90602,714,932,8000
Wing Stop,8330 S Vermont Ave,8330,S Vermont Ave,Los Angeles,90044,323,293,9464
Pizza Hut,8337 Foothill Blvd,8337,Foothill Blvd,Sunland,91040,213,387,7711
Jack in the Box,835 W Carson St,835,W Carson St,Torrance,90502,562,860,6657
El Pollo Loco,8351 Sunland Blvd,8351,Sunland Blvd,Sun Valley,91352,310,539,9347
McDonald's,839 W Ave I,839,W Ave I,Lancaster,93534,562,988,1600
Yoshinoya Beef Bowl,8400 Sunland Blvd,8400,Sunland Blvd,Sun Valley,91352,818,252,0896
Jack in the Box,8405 Foothill Blvd,8405,Foothill Blvd,Sunland,91040,562,436,6850
Louisiana Famous Fried Chicken,8409 S 8th Ave,8409,S 8th Ave,Inglewood,90305,323,734,5974
Denny's Restaurant,8425 Pioneer Blvd,8425,Pioneer Blvd,Whittier,90606,562,695,4464
Jack in the Box,8433 Alondra Blvd,8433,Alondra Blvd,Paramount,90723,818,368,9941
Wendy's,8450 E Washington Blvd,8450,E Washington Blvd,Pico Rivera,90660,562,801,2521
Randolph's Smoke House,8472 S Central Ave,8472,S Central Ave,Los Angeles,90001,323,587,9698
Smokin' Telle's BBQ and Grill,8472 S Central Ave,8472,S Central Ave,Los Angeles,90001,323,996,5182
Kentucky Fried Chicken,8500 Lincoln Blvd,8500,Lincoln Blvd,Los Angeles,90045,818,361,6466
Burger King,8500 Reseda Blvd,8500,Reseda Blvd,Northridge,91324,323,467,6708
La Taquiza,8504 Firestone Blvd,8504,Firestone Blvd,Downey,90241,213,741,9795
Sam's Burgers,8505 E Telegraph Rd,8505,E Telegraph Rd,Pico Rivera,90660,562,869,1482
Pizza Hut,8509 Alondra Blvd,8509,Alondra Blvd,Paramount,90723,626,405,9100
Vallarta Supermarket,8510 Painter Ave,8510,Painter Ave,Whittier,90602,626,204,6960
Subway,8511 Venice Blvd,8511,Venice Blvd,Los Angeles,90034,626,351,5088
Kentucky Fried Chicken,8515 S Central Ave,8515,S Central Ave,Los Angeles,90001,562,929,1122
Popeyes Chicken,8527 Foothill Blvd,8527,Foothill Blvd,Sunland,91040,323,804,7536
Pacific Dining Los Angeles City College,855 N Vermont Ave,855,N Vermont Ave,Los Angeles,90029,323,953,4000
Domino's Pizza,855 W Avenue K,855,W Avenue K,Lancaster,93534,562,695,2600
Subway,860 E Carson St,860,E Carson St,Carson,90745,562,945,7827
Denny's,8600 E Whittier Blvd,8600,E Whittier Blvd,Pico Rivera,90660,562,948,3333
Subway,8600 S Central Ave,8600,S Central Ave,Los Angeles,90002,626,851,2404
Jack in the Box,8605 W Pico Blvd,8605,W Pico Blvd,Los Angeles,90035,626,851,9875
Domino's Pizza,865 Silver Spur Rd,865,Silver Spur Rd,Rolling Hills Estates,90274,661,948,0991
Church's Chicken,8658 Woodman Ave,8658,Woodman Ave,Arleta,91331,323,804,7536
Kentucky Fried Chicken,866 W Avenue L,866,W Avenue L,Lancaster,93534,909,519,3528
Domino's Pizza,8662 Lindley Ave,8662,Lindley Ave,Northridge,91324,818,349,0995
Jack in the Box,869 Washington Blvd,869,Washington Blvd,Montebello,90640,909,260,2122
Big Al's Pizza,8714 E Avenue T,8714,E Avenue T,Little Rock,93543,661,944,0827
Del Taco,880 N Wilcox Ave,880,N Wilcox Ave,Montebello,90640,626,442,2447
Kentucky Fried Chicken,8800 Sepulveda Blvd,8800,Sepulveda Blvd,North Hills,91343,310,320,7161
Subway,8809 Alondra Blvd,8809,Alondra Blvd,Paramount,90723,909,595,9375
Tibor's Gourmet,8809 Pearblossom Hwy,8809,Pearblossom Hwy,Littlerock,93543,661,878,8180
Wendy's,8810 Garfield Ave,8810,Garfield Ave,South Gate,90280,818,366,4561
Subway,8843 Rosecrans Ave,8843,Rosecrans Ave,Downey,90242,213,388,3040
R & J Southern Home Cook,8852 Rosecrans Ave,8852,Rosecrans Ave,Downey,90242,562,408,2960
Carl's Jr,8875 Glenoaks Blvd,8875,Glenoaks Blvd,Sun Valley,91352,626,962,2911
Monster Burger,8901 S Vermont Ave,8901,S Vermont Ave,Los Angeles,90044,323,920,4611
Jack in the Box,892 N Garfield Ave,892,N Garfield Ave,Montebello,90640,760,245,5073
Jack in the Box,8920 Atlantic Blvd,8920,Atlantic Blvd,South Gate,90280,949,689,2450
Pizza Hut,8947 W Pico Blvd,8947,W Pico Blvd,Los Angeles,90035,818,784,3400
Wing Stop,8985 Venice Blvd,8985,Venice Blvd,Los Angeles,90034,310,514,9464
El Zocalo,900 W Anaheim St,900,W Anaheim St,Wilmington,90744,310,637,9506
Pacific-Dining West Los Angeles College,9000 Overland Ave,9000,Overland Ave,Culver City,90230,310,287,4200
Burger King,9001 Apollo Way,9001,Apollo Way,Downey,90242,310,539,0180
Louisiana Famous Fried Chicken,901 E Artesia Blvd,901,E Artesia Blvd,Long Beach,90805,562,428,1071
Domino's Pizza,901 S La Brea Ave,901,S La Brea Ave,Inglewood,90301,562,920,8353
Jack in the Box,901 W Las Tunas Dr,901,W Las Tunas Dr,San Gabriel,91776,213,746,8827
Jack in the Box,9018 Woodman Ave,9018,Woodman Ave,Pacoima,91331,323,661,7225
Angelo's Burger,902 W Mission Blvd,902,W Mission Blvd,Pomona,91766,909,865,1480
Tam's Burgers,904 E Manchester Blvd,904,E Manchester Blvd,Los Angeles,90001,323,585,8267
Subway,909 S Central Ave,909,S Central Ave,Compton,90220,818,762,9700
Pizza Hut,909 W Pacific Coast Hwy,909,W Pacific Coast Hwy,Wilmington,90744,323,938,6111
Yoshinoya Beef Bowl,911 Knox St,911,Knox St,Torrance,90502,310,978,3074
Pizza Hut,9111 E Imperial Hwy,9111,E Imperial Hwy,Downey,90242,626,337,8200
Pizza Hut,9118 E Alondra Blvd,9118,E Alondra Blvd,Bellflower,90706,818,895,2478
Jack in the Box,912 N Azusa Ave,912,N Azusa Ave,Covina,91722,323,757,2677
El Pollo Loco,912 N Vermont Ave,912,N Vermont Ave,Los Angeles,90029,909,622,2275
Ceiba Restaurant,9131 S Vermont Ave,9131,S Vermont Ave,Los Angeles,90044,323,777,1117
Vallarta Supermarket,9134 Van Nuys Blvd,9134,Van Nuys Blvd,Panorama City,91402,323,980,4400
Carl's Jr,9160 Reseda Blvd,9160,Reseda Blvd,Northridge,91324,323,726,2700
Jack in the Box,9220 Flair Dr,9220,Flair Dr,El Monte,91731,323,645,7724
Subway,9238 E Slauson Ave,9238,E Slauson Ave,Pico Rivera,90660,323,292,8788
The Fishery,924 N Lake Ave,924,N Lake Ave,Pasadena,91104,626,791,3474
Pizza Hut,927 E Las Tunas Dr,927,E Las Tunas Dr,San Gabriel,91776,310,355,0300
Wok on the Wild Side,929 N La Brea Ave,929,N La Brea Ave,Inglewood,90302,310,671,8988
Pizza Hut,9336-8 E Whittier Blvd,9336,E Whittier Blvd,Pico Rivera,90660,310,265,1714
El Pollo Loco,9341 E Firestone Blvd,9341,E Firestone Blvd,Downey,90241,323,734,3373
Domino's Pizza,9353 E Alondra Blvd,9353,E Alondra Blvd,Bellflower,90706,562,408,1531
La Pizza Loca,937 W Holt Ave,937,W Holt Ave,Pomona,91768,562,453,4105
Jack in the Box,939 E Carson St,939,E Carson St,Carson,90745,661,251,0017
Kentucky Fried Chicken,939 N Hacienda Blvd,939,N Hacienda Blvd,La Puente,91744,562,943,1818
A & T Burgers,9401 S Avalon Blvd,9401,S Avalon Blvd,Los Angeles,90003,323,757,0710
Jack in the Box,9433 Reseda Blvd,9433,Reseda Blvd,Northridge,91324,562,929,6531
Subway,9441 Las Tunas Dr,9441,Las Tunas Dr,Temple City,91780,818,898,1917
McDonald's,9475 Firestone Blvd,9475,Firestone Blvd,Downey,90241,661,273,6322
Jack in the Box,9501 Imperial Hwy,9501,Imperial Hwy,Downey,90242,626,304,9356
Carl's Jr,9505 Sepulveda Blvd,9505,Sepulveda Blvd,North Hills,91343,562,695,2510
Jack in the Box,9511 Firestone Blvd,9511,Firestone Blvd,Culver City,90241,805,495,7874
Subway,9518 Sepulveda Blvd,9518,Sepulveda Blvd,North Hills,91343,626,960,0058
El Pollo Loco,9522 Sepulveda Blvd,9522,Sepulveda Blvd,North Hills,91343,323,462,2644
Domino's Pizza,955 N La Brea Ave,955,N La Brea Ave,Inglewood,90302,310,559,3030
Subway,961 S Long Beach Blvd,961,S Long Beach Blvd,Compton,90221,310,901,0702
La Pizza Loca,9792 Laurel Canyon Blvd,9792,Laurel Canyon Blvd,Pacoima,91331,323,563,1183
El Pollo Loco,9800 Laurel Canyon Blvd,9800,Laurel Canyon Blvd,Pacoima,91331,310,832,6157
Uncle Daddy's BBQ,9801 S Vermont Ave,9801,S Vermont Ave,Los Angeles,90044,323,305,1013
Carl's Jr,9803 E Las Tunas Dr,9803,E Las Tunas Dr,Temple City,91780,714,736,8900
Gardunos Sports Bar and Grill,9823 Valley Blvd,9823,Valley Blvd,El Monte,91731,626,448,4746
Flames Burgers,9847 Rush St,9847,Rush St,El Monte,91733,626,448,2316
Jack in the Box,9855 Mason Ave,9855,Mason Ave,Chatsworth,91311,818,988,4049
Tom's Jr,9856 Atlantic Ave,9856,Atlantic Ave,South Gate,90280,310,885,3636
El Pollo Loco,986 S Vermont Ave,986,S Vermont Ave,Los Angeles,90006,818,557,0683
Carl's Jr,9861 De Soto Ave,9861,De Soto Ave,Chatsworth,91311,626,351,1801
Domino's Pizza,9874 De Soto Ave,9874,De Soto Ave,Chatsworth,91311,661,272,0033
Tom's Jr,9901 Long Beach Blvd,9901,Long Beach Blvd,Lynwood,90262,310,885,3636
Jack in the Box,9965 Lower Azusa Rd,9965,Lower Azusa Rd,Temple City,91780,909,260,2122
El Pollo Loco,9974 Las Tunas Dr,9974,Las Tunas Dr,Temple City,91780,562,437,5689
